esp_ms,pos_deg,vel_deg_s,target_deg,vq,os_time
839872,4.13,0.21,5.39,0.315,1774656224.468882
839883,4.13,0.21,5.4,0.316,1774656224.4798818
839894,4.13,0.2,5.41,0.318,1774656224.4908822
839905,4.21,0.21,5.42,0.303,1774656224.5018802
839916,4.22,0.21,5.43,0.312,1774656224.5128806
839927,4.22,0.21,5.44,0.314,1774656224.5238798
839938,4.22,0.21,5.45,0.315,1774656224.5348823
839949,4.22,0.21,5.46,0.317,1774656224.5458803
839960,4.22,0.21,5.48,0.319,1774656224.5568798
839971,4.22,0.21,5.49,0.32,1774656224.567881
839982,4.22,0.21,5.5,0.322,1774656224.5788805
839993,4.25,0.21,5.51,0.316,1774656224.5898802
840004,4.31,0.21,5.52,0.311,1774656224.6008832
840015,4.31,0.21,5.53,0.317,1774656224.611881
840027,4.31,0.21,5.54,0.319,1774656224.62288
840038,4.31,0.21,5.55,0.321,1774656224.633879
840049,4.31,0.21,5.56,0.322,1774656224.644881
840060,4.31,0.21,5.58,0.324,1774656224.6558795
840071,4.31,0.21,5.59,0.325,1774656224.6668794
840082,4.31,0.21,5.6,0.327,1774656224.677881
840093,4.39,0.21,5.61,0.312,1774656224.688881
840104,4.39,0.21,5.62,0.321,1774656224.7005033
840115,4.39,0.21,5.63,0.323,1774656224.711501
840126,4.39,0.21,5.64,0.324,1774656224.722503
840137,4.39,0.21,5.65,0.326,1774656224.7335014
840148,4.39,0.21,5.66,0.328,1774656224.744502
840159,4.39,0.21,5.67,0.329,1774656224.7555022
840170,4.39,0.21,5.69,0.331,1774656224.7665014
840181,4.39,0.21,5.7,0.332,1774656224.7775009
840192,4.48,0.21,5.71,0.317,1774656224.7885034
840203,4.48,0.21,5.72,0.326,1774656224.799502
840214,4.48,0.21,5.73,0.328,1774656224.8105001
840225,4.48,0.21,5.74,0.33,1774656224.821502
840236,4.48,0.21,5.75,0.331,1774656224.8325024
840247,4.48,0.21,5.76,0.333,1774656224.8431098
840258,4.48,0.21,5.77,0.334,1774656224.8541098
840269,4.48,0.21,5.78,0.336,1774656224.865109
840280,4.48,0.21,5.8,0.338,1774656224.87611
840291,4.57,0.21,5.81,0.322,1774656224.8871093
840302,4.57,0.21,5.82,0.332,1774656224.8981106
840313,4.57,0.21,5.83,0.333,1774656224.9091089
840324,4.57,0.21,5.84,0.335,1774656224.9201093
840335,4.57,0.21,5.85,0.337,1774656224.9311097
840346,4.57,0.21,5.86,0.338,1774656224.9421105
840357,4.57,0.21,5.87,0.34,1774656224.95366
840368,4.57,0.21,5.88,0.342,1774656224.964659
840379,4.65,0.22,5.89,0.328,1774656224.9756575
840390,4.66,0.22,5.91,0.334,1774656224.9866576
840401,4.66,0.22,5.92,0.337,1774656224.9976575
840412,4.66,0.22,5.93,0.339,1774656225.0086594
840423,4.66,0.22,5.94,0.34,1774656225.0196602
840434,4.66,0.22,5.95,0.342,1774656225.030658
840445,4.66,0.22,5.96,0.344,1774656225.041657
840456,4.66,0.22,5.97,0.345,1774656225.0526574
840467,4.66,0.22,5.98,0.347,1774656225.063657
840478,4.69,0.22,5.99,0.342,1774656225.0746582
840489,4.75,0.22,6.0,0.336,1774656225.0856574
840500,4.75,0.22,6.02,0.343,1774656225.0972083
840511,4.75,0.22,6.03,0.344,1774656225.108208
840522,4.75,0.22,6.04,0.346,1774656225.119208
840533,4.75,0.22,6.05,0.347,1774656225.1302083
840544,4.75,0.22,6.06,0.349,1774656225.1412082
840555,4.75,0.22,6.07,0.351,1774656225.152208
840566,4.75,0.22,6.08,0.352,1774656225.1632078
840577,4.8,0.22,6.09,0.343,1774656225.174208
840589,4.83,0.22,6.1,0.343,1774656225.185208
840600,4.83,0.22,6.12,0.348,1774656225.1962082
840611,4.83,0.22,6.13,0.35,1774656225.206749
840622,4.83,0.22,6.14,0.351,1774656225.2177486
840633,4.83,0.22,6.15,0.353,1774656225.2287495
840644,4.83,0.22,6.16,0.355,1774656225.23975
840655,4.83,0.22,6.17,0.356,1774656225.2507493
840666,4.83,0.22,6.18,0.358,1774656225.2617493
840677,4.87,0.22,6.19,0.352,1774656225.2727487
840688,4.92,0.22,6.2,0.347,1774656225.2837496
840699,4.92,0.22,6.21,0.354,1774656225.2947497
840710,4.92,0.22,6.23,0.355,1774656225.305749
840721,4.92,0.22,6.24,0.357,1774656225.3167489
840732,4.92,0.22,6.25,0.358,1774656225.32775
840743,4.92,0.22,6.26,0.36,1774656225.3393276
840754,4.92,0.22,6.27,0.362,1774656225.3503253
840765,4.99,0.22,6.28,0.35,1774656225.3613255
840776,5.01,0.22,6.29,0.354,1774656225.3723233
840787,5.01,0.22,6.3,0.357,1774656225.3833253
840798,5.01,0.22,6.31,0.359,1774656225.3943245
840809,5.01,0.22,6.32,0.361,1774656225.4053235
840820,5.01,0.22,6.34,0.362,1774656225.4163227
840831,5.01,0.22,6.35,0.364,1774656225.427324
840842,5.01,0.22,6.36,0.366,1774656225.4383235
840853,5.01,0.22,6.37,0.367,1774656225.4495456
840864,5.01,0.22,6.38,0.369,1774656225.460544
840875,5.1,0.22,6.39,0.353,1774656225.4715445
840886,5.1,0.22,6.4,0.363,1774656225.4825437
840897,5.1,0.22,6.41,0.365,1774656225.4935434
840908,5.1,0.22,6.42,0.366,1774656225.5045428
840919,5.1,0.22,6.43,0.368,1774656225.515543
840930,5.1,0.22,6.45,0.37,1774656225.5265439
840941,5.1,0.22,6.46,0.371,1774656225.537542
840952,5.1,0.22,6.47,0.373,1774656225.548544
840963,5.17,0.22,6.48,0.361,1774656225.5595446
840974,5.19,0.23,6.49,0.365,1774656225.5705457
840985,5.19,0.23,6.5,0.369,1774656225.5815444
840996,5.19,0.23,6.51,0.37,1774656225.5925465
841007,5.19,0.23,6.52,0.372,1774656225.6035433
841018,5.19,0.23,6.53,0.374,1774656225.6145422
841029,5.19,0.23,6.54,0.375,1774656225.6255524
841040,5.19,0.22,6.56,0.377,1774656225.6365514
841051,5.19,0.22,6.57,0.378,1774656225.647551
841062,5.27,0.23,6.58,0.363,1774656225.6585548
841073,5.27,0.23,6.59,0.372,1774656225.669552
841084,5.27,0.23,6.6,0.374,1774656225.6805522
841095,5.27,0.23,6.61,0.376,1774656225.6925547
841106,5.27,0.23,6.62,0.377,1774656225.7025516
841117,5.27,0.23,6.63,0.379,1774656225.7135515
841128,5.27,0.23,6.64,0.381,1774656225.7245524
841139,5.27,0.23,6.65,0.382,1774656225.7355509
841150,5.27,0.23,6.67,0.384,1774656225.746551
841162,5.36,0.23,6.68,0.369,1774656225.757552
841173,5.36,0.23,6.69,0.378,1774656225.7685544
841184,5.36,0.23,6.7,0.38,1774656225.779551
841195,5.36,0.23,6.71,0.381,1774656225.7914453
841206,5.36,0.23,6.72,0.383,1774656225.801713
841217,5.36,0.23,6.73,0.385,1774656225.8127148
841228,5.36,0.23,6.74,0.386,1774656225.823713
841239,5.36,0.23,6.75,0.388,1774656225.8352833
841250,5.36,0.23,6.77,0.39,1774656225.8462803
841261,5.36,0.23,6.78,0.391,1774656225.857283
841272,5.36,0.23,6.79,0.393,1774656225.8682828
841283,5.44,0.23,6.8,0.379,1774656225.8792822
841294,5.45,0.23,6.81,0.387,1774656225.8897974
841305,5.45,0.23,6.82,0.389,1774656225.9007964
841316,5.45,0.23,6.83,0.391,1774656225.9117956
841327,5.45,0.23,6.84,0.392,1774656225.9227958
841338,5.45,0.23,6.85,0.394,1774656225.9337962
841349,5.45,0.23,6.86,0.396,1774656225.9457974
841360,5.45,0.23,6.88,0.397,1774656225.9566317
841371,5.54,0.23,6.89,0.381,1774656225.9677863
841382,5.54,0.23,6.9,0.391,1774656225.97877
841393,5.54,0.23,6.91,0.393,1774656225.9897597
841404,5.54,0.23,6.92,0.395,1774656226.0007596
841415,5.54,0.23,6.93,0.396,1774656226.011759
841426,5.54,0.23,6.94,0.398,1774656226.0227616
841437,5.54,0.23,6.95,0.4,1774656226.033761
841448,5.54,0.23,6.96,0.401,1774656226.0447598
841459,5.54,0.23,6.97,0.403,1774656226.0557592
841470,4.23,0.2,6.99,0.667,1774656226.0667603
841481,4.95,0.22,7.0,0.401,1774656226.0777588
841492,6.23,0.25,7.01,0.215,1774656226.0887604
841503,4.64,0.21,7.02,0.546,1774656226.0990918
841514,4.86,0.21,7.03,0.463,1774656226.110094
841525,5.67,0.23,7.04,0.324,1774656226.121092
841536,4.62,0.21,7.05,0.611,1774656226.1330934
841547,4.81,0.21,7.06,0.477,1774656226.1438277
841558,6.54,0.25,7.07,0.151,1774656226.1543438
841569,5.14,0.22,7.08,0.481,1774656226.1653447
841580,4.59,0.21,7.1,0.573,1774656226.1763444
841591,5.98,0.24,7.11,0.247,1774656226.1873438
841602,5.23,0.22,7.12,0.529,1774656226.1989286
841613,4.82,0.21,7.13,0.542,1774656226.209917
841624,5.85,0.24,7.14,0.3,1774656226.2209167
841635,5.13,0.22,7.15,0.543,1774656226.2319162
841646,5.02,0.22,7.16,0.499,1774656226.2429147
841657,5.66,0.23,7.17,0.362,1774656226.2539172
841668,4.98,0.22,7.18,0.561,1774656226.264916
841679,4.79,0.21,7.19,0.537,1774656226.2759163
841690,6.11,0.24,7.21,0.255,1774656226.286914
841701,5.13,0.22,7.22,0.579,1774656226.2979143
841712,4.89,0.21,7.23,0.535,1774656226.308915
841723,6.65,0.27,7.24,0.204,1774656226.3199155
841734,5.15,0.23,7.25,0.535,1774656226.3309147
841746,5.18,0.23,7.26,0.486,1774656226.3419156
841757,5.61,0.24,7.27,0.404,1774656226.3529162
841768,5.03,0.23,7.28,0.561,1774656226.3639178
841779,4.89,0.23,7.29,0.537,1774656226.374914
841790,5.96,0.25,7.31,0.311,1774656226.385915
841801,4.92,0.23,7.32,0.623,1774656226.3969133
841812,4.83,0.22,7.33,0.545,1774656226.4079137
841823,5.88,0.25,7.34,0.327,1774656226.4189138
841834,5.05,0.23,7.35,0.596,1774656226.429915
841845,4.65,0.22,7.36,0.598,1774656226.440916
841856,6.08,0.25,7.37,0.276,1774656226.4520607
841867,5.42,0.24,7.38,0.546,1774656226.4630587
841878,4.98,0.23,7.39,0.573,1774656226.4736905
841889,6.39,0.26,7.4,0.251,1774656226.4846902
841900,5.23,0.23,7.42,0.582,1774656226.4956908
841911,4.96,0.23,7.43,0.564,1774656226.5066907
841922,6.01,0.25,7.44,0.331,1774656226.5186944
841933,5.38,0.24,7.45,0.558,1774656226.529695
841944,4.81,0.22,7.46,0.615,1774656226.5402508
841955,6.08,0.25,7.47,0.307,1774656226.5512493
841966,5.83,0.25,7.48,0.482,1774656226.5622506
841977,4.57,0.22,7.49,0.71,1774656226.5732503
841988,6.17,0.26,7.5,0.38,1774656226.58425
841999,6.48,0.27,7.51,0.365,1774656226.5952501
842010,5.65,0.25,7.53,0.561,1774656226.6062496
842021,4.79,0.22,7.54,0.659,1774656226.6172493
842032,6.61,0.26,7.55,0.329,1774656226.6282516
842043,6.48,0.26,7.56,0.415,1774656226.6392493
842054,4.6,0.22,7.57,0.747,1774656226.6502502
842065,5.92,0.25,7.58,0.417,1774656226.6612508
842076,6.16,0.25,7.59,0.42,1774656226.6722503
842087,6.12,0.25,7.6,0.45,1774656226.6832523
842098,5.94,0.25,7.61,0.485,1774656226.6942503
842109,6.85,0.27,7.62,0.289,1774656226.7052622
842120,5.5,0.24,7.64,0.62,1774656226.716262
842131,5.09,0.23,7.65,0.601,1774656226.7272627
842142,6.1,0.25,7.66,0.362,1774656226.7382634
842153,6.45,0.26,7.67,0.391,1774656226.7492623
842164,4.91,0.22,7.68,0.723,1774656226.760263
842175,5.95,0.25,7.69,0.393,1774656226.7712626
842186,6.68,0.26,7.7,0.336,1774656226.7822633
842197,5.87,0.25,7.71,0.567,1774656226.7932637
842208,4.93,0.22,7.72,0.682,1774656226.804263
842219,6.16,0.25,7.73,0.352,1774656226.8152628
842230,5.96,0.25,7.75,0.507,1774656226.8262637
842241,6.74,0.27,7.76,0.334,1774656226.8382654
842252,6.29,0.25,7.77,0.499,1774656226.8492646
842263,5.2,0.23,7.78,0.676,1774656226.8602672
842274,6.46,0.26,7.79,0.346,1774656226.871266
842285,6.33,0.25,7.8,0.47,1774656226.882265
842296,6.29,0.25,7.81,0.468,1774656226.8932672
842307,5.98,0.24,7.82,0.527,1774656226.9042659
842319,6.56,0.26,7.83,0.383,1774656226.9152648
842330,6.04,0.25,7.85,0.546,1774656226.926265
842341,5.56,0.23,7.86,0.594,1774656226.9372652
842352,6.22,0.25,7.87,0.417,1774656226.948267
842363,6.25,0.25,7.88,0.476,1774656226.9592636
842374,5.85,0.24,7.89,0.561,1774656226.9702628
842385,6.69,0.26,7.9,0.357,1774656226.9812653
842396,6.13,0.25,7.91,0.549,1774656226.992273
842407,5.15,0.22,7.92,0.695,1774656227.0032654
842418,6.28,0.25,7.93,0.377,1774656227.014265
842429,6.72,0.26,7.94,0.4,1774656227.025264
842440,6.22,0.25,7.96,0.541,1774656227.0362651
842451,6.71,0.26,7.97,0.399,1774656227.0472646
842462,6.37,0.25,7.98,0.515,1774656227.0582647
842473,5.98,0.24,7.99,0.561,1774656227.0692644
842484,6.04,0.24,8.0,0.516,1774656227.0802631
842495,6.4,0.25,8.01,0.451,1774656227.09082
842506,5.98,0.24,8.02,0.57,1774656227.10182
842517,6.17,0.25,8.03,0.495,1774656227.1128206
842528,6.49,0.26,8.04,0.449,1774656227.12382
842539,5.87,0.24,8.05,0.608,1774656227.1348195
842550,6.24,0.25,8.07,0.475,1774656227.1463935
842561,5.97,0.24,8.08,0.566,1774656227.157392
842572,6.14,0.25,8.09,0.51,1774656227.1683943
842583,7.54,0.28,8.1,0.246,1774656227.1793926
842594,7.71,0.28,8.11,0.347,1774656227.190394
842605,6.43,0.25,8.12,0.62,1774656227.2013934
842616,6.5,0.25,8.13,0.487,1774656227.212393
842627,5.87,0.24,8.14,0.621,1774656227.2235487
842638,7.5,0.28,8.15,0.291,1774656227.2345467
842649,8.13,0.29,8.16,0.268,1774656227.2455475
842660,8.37,0.3,8.18,0.28,1774656227.2565472
842671,9.38,0.32,8.19,0.101,1774656227.2675493
842682,9.56,0.33,8.2,0.162,1774656227.2785475
842693,9.24,0.32,8.21,0.244,1774656227.2895489
842704,8.84,0.31,8.22,0.294,1774656227.3005476
842715,10.42,0.35,8.23,-0.037,1774656227.311548
842726,9.97,0.34,8.24,0.182,1774656227.3225477
842737,10.54,0.35,8.25,0.024,1774656227.3335476
842748,11.77,0.38,8.26,-0.166,1774656227.3445494
842759,12.91,0.4,8.27,-0.279,1774656227.3555486
842770,12.0,0.38,8.29,0.011,1774656227.3665473
842781,12.5,0.39,8.3,-0.176,1774656227.3775485
842792,13.43,0.42,8.31,-0.315,1774656227.3885477
842803,12.38,0.39,8.32,-0.018,1774656227.3995497
842814,12.39,0.39,8.33,-0.12,1774656227.410548
842825,13.76,0.42,8.34,-0.392,1774656227.421548
842836,12.34,0.39,8.35,-0.064,1774656227.4325476
842847,11.94,0.38,8.36,-0.035,1774656227.444314
842858,13.39,0.41,8.37,-0.364,1774656227.454918
842869,13.32,0.41,8.39,-0.214,1774656227.4659166
842880,12.08,0.38,8.4,0.029,1774656227.4769166
842892,12.9,0.4,8.41,-0.254,1774656227.4879162
842903,13.26,0.41,8.42,-0.249,1774656227.4989164
842914,12.53,0.39,8.43,-0.07,1774656227.509917
842925,13.3,0.41,8.44,-0.293,1774656227.5214884
842936,13.48,0.42,8.45,-0.257,1774656227.5324895
842947,11.9,0.38,8.46,0.073,1774656227.543489
842958,13.43,0.42,8.47,-0.259,1774656227.5544906
842969,13.09,0.41,8.48,-0.169,1774656227.5654902
842980,13.32,0.41,8.5,-0.246,1774656227.5764894
842991,13.44,0.42,8.51,-0.251,1774656227.5874896
843002,13.37,0.41,8.52,-0.224,1774656227.5984912
843013,13.36,0.41,8.53,-0.231,1774656227.6094902
843024,13.36,0.41,8.54,-0.232,1774656227.6204891
843035,13.36,0.41,8.55,-0.233,1774656227.631489
843046,13.36,0.41,8.56,-0.234,1774656227.6424882
843057,13.36,0.41,8.57,-0.234,1774656227.6534896
843068,13.36,0.41,8.58,-0.235,1774656227.6644895
843079,13.36,0.41,8.59,-0.236,1774656227.6754875
843090,13.36,0.41,8.61,-0.237,1774656227.6864889
843101,13.36,0.41,8.62,-0.237,1774656227.6974893
843112,13.36,0.41,8.63,-0.238,1774656227.7084882
843123,13.36,0.41,8.64,-0.239,1774656227.719489
843134,13.36,0.41,8.65,-0.239,1774656227.730489
843145,13.36,0.41,8.66,-0.24,1774656227.7414892
843156,13.36,0.41,8.67,-0.241,1774656227.7524889
843167,13.36,0.41,8.68,-0.241,1774656227.7634892
843178,13.36,0.41,8.69,-0.242,1774656227.7744887
843189,13.36,0.41,8.7,-0.243,1774656227.785696
843200,13.36,0.41,8.72,-0.243,1774656227.7969227
843211,13.36,0.41,8.73,-0.244,1774656227.8079216
843222,13.36,0.41,8.74,-0.245,1774656227.8189216
843233,13.36,0.41,8.75,-0.245,1774656227.829921
843244,13.36,0.41,8.76,-0.246,1774656227.8409224
843255,13.36,0.41,8.77,-0.247,1774656227.851921
843266,13.36,0.41,8.78,-0.247,1774656227.862921
843277,13.36,0.41,8.79,-0.248,1774656227.8740225
843288,13.36,0.41,8.8,-0.248,1774656227.8850222
843299,13.36,0.41,8.81,-0.249,1774656227.8960218
843310,13.36,0.41,8.83,-0.25,1774656227.9070215
843321,13.36,0.41,8.84,-0.25,1774656227.9180233
843332,13.36,0.41,8.85,-0.251,1774656227.9290235
843343,13.36,0.41,8.86,-0.251,1774656227.9400227
843354,13.36,0.41,8.87,-0.252,1774656227.9510221
843365,13.36,0.41,8.88,-0.253,1774656227.96223
843376,13.36,0.41,8.89,-0.253,1774656227.9723182
843387,13.36,0.41,8.9,-0.254,1774656227.983319
843398,13.36,0.41,8.91,-0.254,1774656227.9943175
843409,13.36,0.41,8.92,-0.255,1774656228.0053277
843420,13.36,0.41,8.94,-0.256,1774656228.0163279
843431,13.36,0.41,8.95,-0.256,1774656228.0283291
843442,13.36,0.41,8.96,-0.257,1774656228.0383277
843453,13.36,0.41,8.97,-0.257,1774656228.0503304
843464,13.36,0.41,8.98,-0.258,1774656228.0613303
843476,13.36,0.41,8.99,-0.258,1774656228.07233
843487,13.3,0.41,9.0,-0.248,1774656228.0833304
843498,13.27,0.41,9.01,-0.247,1774656228.0940452
843509,13.27,0.41,9.02,-0.251,1774656228.105045
843520,13.27,0.41,9.04,-0.251,1774656228.1160436
843531,13.27,0.41,9.05,-0.252,1774656228.1266317
843542,13.27,0.41,9.06,-0.252,1774656228.1383395
843553,13.27,0.41,9.07,-0.253,1774656228.14934
843564,13.27,0.41,9.08,-0.253,1774656228.1603382
843575,13.27,0.41,9.09,-0.254,1774656228.1713402
843586,13.27,0.41,9.1,-0.254,1774656228.1823397
843597,13.27,0.41,9.11,-0.255,1774656228.193339
843608,13.27,0.41,9.12,-0.255,1774656228.204352
843619,13.27,0.41,9.13,-0.255,1774656228.2153506
843630,13.27,0.41,9.15,-0.256,1774656228.226352
843641,13.27,0.41,9.16,-0.256,1774656228.237351
843652,13.27,0.41,9.17,-0.257,1774656228.2483506
843663,13.27,0.4,9.18,-0.257,1774656228.25935
843674,13.27,0.4,9.19,-0.258,1774656228.2703528
843685,13.27,0.4,9.2,-0.258,1774656228.2813509
843696,13.27,0.4,9.21,-0.259,1774656228.2923493
843707,13.27,0.4,9.22,-0.259,1774656228.3033495
843718,13.27,0.4,9.23,-0.259,1774656228.3143506
843729,13.27,0.4,9.24,-0.26,1774656228.3253498
843740,13.27,0.4,9.26,-0.26,1774656228.336382
843751,13.27,0.4,9.27,-0.261,1774656228.3473556
843762,13.27,0.4,9.28,-0.261,1774656228.3583565
843773,13.27,0.4,9.29,-0.261,1774656228.3693554
843784,13.27,0.4,9.3,-0.262,1774656228.3803551
843795,13.27,0.4,9.31,-0.262,1774656228.391915
843806,13.27,0.4,9.32,-0.263,1774656228.4029179
843817,13.27,0.4,9.33,-0.263,1774656228.4139156
843828,13.27,0.4,9.34,-0.263,1774656228.4249148
843839,13.27,0.4,9.35,-0.264,1774656228.435915
843850,13.27,0.4,9.37,-0.264,1774656228.4460933
843861,13.27,0.4,9.38,-0.265,1774656228.4580636
843872,13.27,0.4,9.39,-0.265,1774656228.468667
843883,13.27,0.4,9.4,-0.265,1774656228.4792223
843894,13.27,0.4,9.41,-0.266,1774656228.4902234
843905,13.27,0.4,9.42,-0.266,1774656228.5012224
843916,13.19,0.4,9.43,-0.25,1774656228.5122223
843927,13.18,0.4,9.44,-0.257,1774656228.5232234
843938,13.18,0.4,9.45,-0.258,1774656228.534223
843949,13.18,0.4,9.46,-0.258,1774656228.5452232
843960,13.18,0.4,9.48,-0.258,1774656228.5562217
843971,13.18,0.4,9.49,-0.259,1774656228.5672228
843982,13.18,0.4,9.5,-0.259,1774656228.579225
843993,13.18,0.4,9.51,-0.259,1774656228.5897954
844004,13.18,0.4,9.52,-0.259,1774656228.6007905
844015,13.18,0.4,9.53,-0.26,1774656228.6117916
844026,13.18,0.4,9.54,-0.26,1774656228.62279
844037,13.18,0.4,9.55,-0.26,1774656228.6337903
844049,13.18,0.4,9.56,-0.261,1774656228.6453974
844060,13.18,0.4,9.58,-0.261,1774656228.6553953
844071,13.18,0.4,9.59,-0.261,1774656228.6663957
844082,13.18,0.4,9.6,-0.261,1774656228.6783996
844093,13.18,0.4,9.61,-0.262,1774656228.6893978
844104,13.18,0.4,9.62,-0.262,1774656228.7003992
844115,13.18,0.4,9.63,-0.262,1774656228.711398
844126,13.18,0.4,9.64,-0.262,1774656228.7224002
844137,13.18,0.4,9.65,-0.262,1774656228.733398
844148,13.18,0.4,9.66,-0.263,1774656228.7439482
844159,13.18,0.4,9.67,-0.263,1774656228.7545195
844170,13.18,0.4,9.69,-0.263,1774656228.766521
844181,13.18,0.4,9.7,-0.263,1774656228.7775216
844192,13.18,0.4,9.71,-0.264,1774656228.7885215
844203,13.18,0.4,9.72,-0.264,1774656228.7995214
844214,13.18,0.4,9.73,-0.264,1774656228.8105214
844225,13.18,0.4,9.74,-0.264,1774656228.821523
844236,13.18,0.4,9.75,-0.264,1774656228.8325224
844247,13.18,0.4,9.76,-0.265,1774656228.8435214
844258,13.18,0.4,9.77,-0.265,1774656228.8545246
844269,13.18,0.4,9.78,-0.265,1774656228.8655214
844280,13.18,0.4,9.8,-0.265,1774656228.8765202
844291,13.18,0.4,9.81,-0.265,1774656228.887522
844302,13.18,0.4,9.82,-0.265,1774656228.8985221
844313,13.18,0.4,9.83,-0.266,1774656228.9095228
844324,13.18,0.4,9.84,-0.266,1774656228.9205217
844335,13.18,0.4,9.85,-0.266,1774656228.9315217
844346,13.18,0.4,9.86,-0.266,1774656228.942521
844357,13.18,0.4,9.87,-0.266,1774656228.9535222
844368,13.18,0.4,9.88,-0.266,1774656228.9645207
844379,13.18,0.4,9.89,-0.266,1774656228.9755242
844390,13.18,0.4,9.91,-0.267,1774656228.986523
844401,13.18,0.4,9.92,-0.267,1774656228.9975188
844412,13.18,0.4,9.93,-0.267,1774656229.0085206
844423,13.18,0.4,9.94,-0.267,1774656229.0195203
844434,13.1,0.39,9.95,-0.25,1774656229.0305192
844445,13.1,0.39,9.96,-0.258,1774656229.0415187
844456,13.1,0.39,9.97,-0.258,1774656229.0525198
844467,13.1,0.39,9.98,-0.258,1774656229.0635188
844478,13.1,0.39,9.99,-0.258,1774656229.0745192
844489,13.1,0.39,10.0,-0.258,1774656229.0855193
844500,13.1,0.39,10.02,-0.258,1774656229.0965192
844511,13.1,0.39,10.03,-0.258,1774656229.1075194
844522,13.1,0.39,10.04,-0.258,1774656229.1185188
844533,13.1,0.39,10.05,-0.258,1774656229.12952
844544,13.1,0.39,10.06,-0.258,1774656229.1410775
844555,13.1,0.39,10.07,-0.258,1774656229.1520784
844566,13.1,0.39,10.08,-0.258,1774656229.1630778
844577,13.1,0.39,10.09,-0.258,1774656229.174078
844588,13.1,0.39,10.1,-0.258,1774656229.1850777
844599,13.1,0.39,10.11,-0.258,1774656229.196078
844610,13.1,0.39,10.13,-0.258,1774656229.2070792
844621,13.1,0.39,10.14,-0.258,1774656229.218078
844633,13.1,0.39,10.15,-0.258,1774656229.2290785
844644,13.1,0.39,10.16,-0.258,1774656229.2400808
844655,13.1,0.39,10.17,-0.258,1774656229.251078
844666,13.1,0.39,10.18,-0.258,1774656229.2620783
844677,13.1,0.39,10.19,-0.258,1774656229.2730777
844688,13.1,0.39,10.2,-0.258,1774656229.2840793
844699,13.1,0.39,10.21,-0.258,1774656229.2950773
844710,13.1,0.39,10.23,-0.258,1774656229.3060765
844721,13.1,0.39,10.24,-0.258,1774656229.3170764
844732,13.1,0.39,10.25,-0.258,1774656229.3280766
844743,13.1,0.39,10.26,-0.258,1774656229.339078
844754,13.1,0.39,10.27,-0.258,1774656229.3496428
844765,13.1,0.39,10.28,-0.258,1774656229.3616436
844776,13.1,0.39,10.29,-0.258,1774656229.372643
844787,13.1,0.39,10.3,-0.258,1774656229.383643
844798,13.1,0.39,10.31,-0.258,1774656229.3946412
844809,13.1,0.39,10.32,-0.258,1774656229.405642
844820,13.1,0.39,10.34,-0.258,1774656229.416643
844831,13.1,0.39,10.35,-0.258,1774656229.4276416
844842,13.1,0.39,10.36,-0.258,1774656229.4386444
844853,13.1,0.39,10.37,-0.258,1774656229.4494843
844864,13.1,0.39,10.38,-0.258,1774656229.4599977
844875,13.1,0.39,10.39,-0.257,1774656229.4709961
844886,13.1,0.39,10.4,-0.257,1774656229.4819963
844897,13.1,0.39,10.41,-0.257,1774656229.4929976
844908,13.1,0.39,10.42,-0.257,1774656229.503996
844919,13.1,0.39,10.43,-0.257,1774656229.5149956
844930,13.1,0.39,10.45,-0.257,1774656229.525996
844941,13.1,0.39,10.46,-0.257,1774656229.5369978
844952,13.1,0.39,10.47,-0.257,1774656229.547996
844963,13.1,0.39,10.48,-0.257,1774656229.5589974
844974,13.1,0.39,10.49,-0.257,1774656229.5699975
844985,13.1,0.39,10.5,-0.256,1774656229.5809956
844996,13.1,0.39,10.51,-0.256,1774656229.592997
845007,13.1,0.39,10.52,-0.256,1774656229.6039994
845018,13.1,0.39,10.53,-0.256,1774656229.6149986
845029,13.1,0.39,10.54,-0.256,1774656229.6259978
845040,13.1,0.39,10.56,-0.256,1774656229.6369984
845051,13.1,0.39,10.57,-0.255,1774656229.6479995
845062,13.1,0.39,10.58,-0.255,1774656229.6589978
845073,13.1,0.39,10.59,-0.255,1774656229.6699982
845084,13.1,0.39,10.6,-0.255,1774656229.6809983
845095,13.1,0.39,10.61,-0.255,1774656229.6919982
845106,13.1,0.39,10.62,-0.255,1774656229.7033334
845117,13.1,0.39,10.63,-0.254,1774656229.7140973
845128,13.1,0.39,10.64,-0.254,1774656229.7250974
845139,13.1,0.39,10.65,-0.254,1774656229.7360973
845150,13.1,0.39,10.67,-0.254,1774656229.7470973
845161,13.1,0.39,10.68,-0.254,1774656229.7580967
845172,13.1,0.39,10.69,-0.253,1774656229.7690973
845183,13.1,0.39,10.7,-0.253,1774656229.7800953
845194,13.1,0.39,10.71,-0.253,1774656229.7910962
845206,13.1,0.39,10.72,-0.253,1774656229.8023777
845217,13.1,0.39,10.73,-0.253,1774656229.8124974
845228,13.1,0.39,10.74,-0.252,1774656229.823497
845239,13.1,0.39,10.75,-0.252,1774656229.8355124
845250,13.1,0.39,10.77,-0.252,1774656229.8464985
845261,13.1,0.39,10.78,-0.252,1774656229.8564963
845272,13.1,0.39,10.79,-0.251,1774656229.867498
845283,13.1,0.39,10.8,-0.251,1774656229.8795002
845294,13.1,0.39,10.81,-0.251,1774656229.8894987
845305,13.1,0.39,10.82,-0.251,1774656229.9015005
845316,13.1,0.39,10.83,-0.25,1774656229.9125001
